,ID==>>,friendID
0,1141244468802097154,1212275721382424576
1,1141244468802097154,1175695152259555329
2,1141244468802097154,989880640035176453
3,1141244468802097154,1154216693188534273
4,1141244468802097154,4788613854
5,1141244468802097154,737296927973203968
6,1141244468802097154,1137350041020952578
7,1141244468802097154,1051419645901660160
8,1141244468802097154,3143283955
9,1141244468802097154,895116254159052800
10,1141244468802097154,2829495248
11,1141244468802097154,1187517058394673152
12,1141244468802097154,816671598
13,1141244468802097154,1095617208506433536
14,1141244468802097154,1147844956888764418
15,1141244468802097154,834951775484428288
16,1141244468802097154,408232285
17,1141244468802097154,827180776349249536
18,1141244468802097154,1199183176729419777
19,1141244468802097154,880792549677449216
20,1141244468802097154,833001509377806336
21,1141244468802097154,1060424919719141376
22,1141244468802097154,132463574
23,1141244468802097154,179415721
24,1141244468802097154,852657620
25,1141244468802097154,1174951102418051072
26,1141244468802097154,1117716662101274624
27,1141244468802097154,1125052457996865543
28,1141244468802097154,971943769997131776
29,1141244468802097154,1122502940206362624
30,1141244468802097154,742666011049000965
31,1141244468802097154,840203521295237120
32,1141244468802097154,774977615438372864
33,1141244468802097154,3191990324
34,1141244468802097154,3191990324
35,1141244468802097154,2522488327
36,1103548121513046016,1123854862603759619
37,1103548121513046016,1121759253335662592
38,1103548121513046016,1215466179730399232
39,1103548121513046016,1141222298344493056
40,1103548121513046016,2522488327
41,1103548121513046016,2280885108
42,1103548121513046016,851457662168387584
43,1103548121513046016,1178167360361943041
44,1103548121513046016,863397297287159808
45,1103548121513046016,1166329931934003200
46,1103548121513046016,870281092422443008
47,1103548121513046016,1211231810157346817
48,1103548121513046016,2779662181
49,1103548121513046016,1007517954555035649
50,1103548121513046016,1145887379762270208
51,1103548121513046016,1209017780525125633
52,1103548121513046016,2229210211
53,1103548121513046016,785115737048231936
54,1103548121513046016,728242563342176258
55,1103548121513046016,1033184963686948865
56,1103548121513046016,1000762715684532224
57,1103548121513046016,968092093468962817
58,1103548121513046016,1198864286719692800
59,1103548121513046016,1094883880891408385
60,1103548121513046016,1194549332055183361
61,1103548121513046016,2467339838
62,1103548121513046016,974436904702590976
63,1103548121513046016,3129652874
64,1103548121513046016,1193136416525406208
65,1103548121513046016,2279991858
66,1103548121513046016,1192413270683947008
67,1103548121513046016,1190283689713815552
68,1103548121513046016,633106564
69,1103548121513046016,132521693
70,1103548121513046016,1186158530786516992
71,1103548121513046016,1073969322928701442
72,1103548121513046016,23961087
73,1212798792698695680,3146096034
74,1212798792698695680,1101649296414277633
75,1212798792698695680,1219399194
76,1212798792698695680,462584388
77,1212798792698695680,8733162
78,1212798792698695680,292907264
79,1212798792698695680,903522911809486848
80,1212798792698695680,3561931998
81,1212798792698695680,2727959508
82,1212798792698695680,58459939
83,1212798792698695680,264135316
84,1212798792698695680,74674685
85,1212798792698695680,916952625492377600
86,1212798792698695680,60320929
87,1212798792698695680,336480031
88,1212798792698695680,114352371
89,1212798792698695680,1630313022
90,1212798792698695680,192034791
91,1212798792698695680,717636564185026561
92,1212798792698695680,146392679
93,1212798792698695680,1014766164348583938
94,1212798792698695680,172691134
95,1212798792698695680,258999740
96,1212798792698695680,1115170181502734338
97,1212798792698695680,134045454
98,1212798792698695680,4627945218
99,1212798792698695680,149132541
100,1212798792698695680,2333680964
101,1212798792698695680,205486589
102,1212798792698695680,19582927
103,1212798792698695680,62261018
104,1212798792698695680,2217714500
105,1212798792698695680,170670333
106,1212798792698695680,340859143
107,1212798792698695680,1140530892445646850
108,1212798792698695680,4687524012
109,1212798792698695680,2522488327
110,753066658340536320,1217080125369438210
111,753066658340536320,3611048172
112,753066658340536320,3411159024
113,753066658340536320,1168388072318197760
114,753066658340536320,1368786174
115,753066658340536320,1429984261
116,753066658340536320,952836147155054592
117,753066658340536320,3247270494
118,753066658340536320,2991124760
119,753066658340536320,851040615789862912
120,753066658340536320,1029551973689778176
121,753066658340536320,592506046
122,753066658340536320,834271340907491329
123,753066658340536320,189893767
124,753066658340536320,939586735826194432
125,753066658340536320,213213134
126,753066658340536320,324818592
127,753066658340536320,1020454227334721536
128,753066658340536320,114483804
129,753066658340536320,1906931864
130,753066658340536320,202215362
131,753066658340536320,1859171004
132,753066658340536320,122043137
133,753066658340536320,843248705620738048
134,753066658340536320,2848085012
135,753066658340536320,754586993732890628
136,753066658340536320,2257765104
137,753066658340536320,1457389459
138,753066658340536320,403473849
139,753066658340536320,865064923939840000
140,753066658340536320,114172774
141,753066658340536320,2897433854
142,753066658340536320,264250655
143,753066658340536320,137500865
144,753066658340536320,473771848
145,753066658340536320,724589700564967425
146,753066658340536320,2808941588
147,753066658340536320,3306955640
148,753066658340536320,590852358
149,1153914005532004352,1071344471508283392
150,1153914005532004352,1219881714136141824
151,1153914005532004352,11879022
152,1153914005532004352,137857547
153,1153914005532004352,1170513325664288769
154,1153914005532004352,1160822736077217792
155,1153914005532004352,752545281221095424
156,1153914005532004352,818091150141583361
157,1153914005532004352,2591402142
158,1153914005532004352,1168097503792660480
159,1153914005532004352,884658094558531584
160,1153914005532004352,850134721199652864
161,1153914005532004352,1051497963913019393
162,1153914005532004352,878743546349502464
163,1153914005532004352,1031183514530603011
164,1153914005532004352,3126621218
165,1153914005532004352,4616324473
166,1153914005532004352,1158958154375262208
167,1153914005532004352,3503222540
168,1153914005532004352,1185568038088658945
169,1153914005532004352,1087206157641383937
170,1153914005532004352,1046779873283342338
171,1153914005532004352,993028439631323137
172,1153914005532004352,938312303497351171
173,1153914005532004352,869511966783545344
174,1153914005532004352,2264478072
175,1153914005532004352,2967497460
176,1153914005532004352,801437772028354560
177,1153914005532004352,930020777209896960
178,1153914005532004352,4766188938
179,1153914005532004352,1156832567342989312
180,1153914005532004352,997095300236853250
181,1153914005532004352,134687225
182,1153914005532004352,1045725499173953537
183,1104361937519824896,112480180
184,1104361937519824896,1209704746191220736
185,1104361937519824896,23961087
186,1104361937519824896,2986368926
187,1104361937519824896,1181493162591653888
188,1104361937519824896,2995784497
189,1104361937519824896,970637290945986560
190,1104361937519824896,900487228966617088
191,1104361937519824896,1219938017235746816
192,1104361937519824896,2538651966
193,1104361937519824896,1035470327059378176
194,1104361937519824896,1154960967442190337
195,1104361937519824896,99205624
196,1104361937519824896,974202454970572801
197,1104361937519824896,705237576425168897
198,1104361937519824896,1009053319
199,1104361937519824896,761468129436323840
200,1104361937519824896,1214390639971880962
201,1104361937519824896,955828920464502785
202,1104361937519824896,899228891520172032
203,1104361937519824896,1069605914754277376
204,1104361937519824896,803219031545167872
205,1104361937519824896,885316365124419584
206,1104361937519824896,130979670
207,1104361937519824896,992718337372123137
208,1104361937519824896,731678526160523265
209,1104361937519824896,1368830592
210,1104361937519824896,745984333840670721
211,1104361937519824896,265462952
212,1104361937519824896,1172816484604579840
213,1104361937519824896,1172816484604579840
214,1104361937519824896,1014990937
215,1104361937519824896,1104611032582938624
216,1104361937519824896,1171277457485262848
217,1104361937519824896,2953095848
218,1104361937519824896,137857547
219,1104361937519824896,1000762715684532224
220,1104361937519824896,149132541
221,1104361937519824896,2522488327
222,1104361937519824896,1159861785932922881
223,1104361937519824896,1094883880891408385
224,1104361937519824896,847315328744865793
225,1104361937519824896,1137350535340683264
226,1104361937519824896,1336698314
227,1104361937519824896,1187517058394673152
228,3781739292,1964727108
229,3781739292,1169599548307558400
230,3781739292,1169599548307558400
231,3781739292,847315328744865793
232,3781739292,1215278330112397314
233,3781739292,1159861785932922881
234,3781739292,890430793318670336
235,3781739292,890430793318670336
236,3781739292,3256620086
237,3781739292,365352728
238,3781739292,1122661852045959169
239,3781739292,2332978009
240,3781739292,3274098889
241,3781739292,843864565716664321
242,3781739292,1211203574698401793
243,3781739292,1218040235461734401
244,3781739292,966339124989865984
245,3781739292,1217270146969960448
246,3781739292,830268763962384384
247,3781739292,846314212372594688
248,3781739292,1163813416147939331
249,3781739292,1038092301409509376
250,3781739292,1214179496816865280
251,3781739292,402137360
252,3781739292,1137350535340683264
253,3781739292,2957065604
254,3781739292,1128858535591235584
255,3781739292,1128858535591235584
256,3781739292,938281603
257,3781739292,860874372562558978
258,3781739292,1033012110563848192
259,3781739292,2175276342
260,3781739292,869533912069951488
261,3781739292,375386487
262,3781739292,2359578283
263,3781739292,2700843294
264,3781739292,809967587199160320
265,3781739292,803219031545167872
266,3781739292,137857547
267,3781739292,1166492759840178178
268,3781739292,1156019898478317569
269,1169599548307558400,264498059
270,1169599548307558400,881080255728844801
271,1169599548307558400,1158031999887523843
272,1169599548307558400,1112989464786173952
273,1169599548307558400,1159405489265844225
274,1169599548307558400,713193089490235392
275,1169599548307558400,967276136458698752
276,1169599548307558400,1030359575570989056
277,1169599548307558400,1166270456099295232
278,1169599548307558400,1166270456099295232
279,1169599548307558400,998222287525494784
280,1169599548307558400,348960284
281,1169599548307558400,1032174276453920768
282,1169599548307558400,3301208119
283,1169599548307558400,756403246428815360
284,1169599548307558400,4080278173
285,1169599548307558400,3172220719
286,1169599548307558400,790223113019531266
287,1169599548307558400,3029446762
288,1169599548307558400,1126834487936016385
289,1169599548307558400,125037905
290,1169599548307558400,1199663907138228225
291,1169599548307558400,825309871847256064
292,1169599548307558400,1143008211231895552
293,1169599548307558400,1157059878419984384
294,1169599548307558400,992225650395176961
295,1169599548307558400,732751824
296,1169599548307558400,843049739406864384
297,1169599548307558400,226876191
298,1169599548307558400,964811420767469568
299,1169599548307558400,759610484022661124
300,1169599548307558400,565118642
301,1169599548307558400,1086633520074641409
302,1169599548307558400,2320265804
303,1169599548307558400,1303944438
304,1169599548307558400,867773052683034626
305,1169599548307558400,2331223956
306,1169599548307558400,141302851
307,1169599548307558400,3781739292
308,1169599548307558400,3781739292
309,1169599548307558400,3781739292
310,1169599548307558400,3781739292
311,1169599548307558400,1137350535340683264
312,890430793318670336,3781739292
313,890430793318670336,3781739292
314,890430793318670336,3781739292
315,890430793318670336,3781739292
316,890430793318670336,1153563614684438528
317,890430793318670336,2449619606
318,890430793318670336,3191990324
319,890430793318670336,3191990324
320,890430793318670336,2447072790
321,890430793318670336,3171577495
322,890430793318670336,968032759745622016
323,890430793318670336,1194894166024572928
324,890430793318670336,972488274001342464
325,890430793318670336,4694011080
326,890430793318670336,3151169058
327,890430793318670336,1202200267820695553
328,890430793318670336,1156019898478317569
329,890430793318670336,1194895677681065984
330,890430793318670336,3017340654
331,890430793318670336,119710810
332,890430793318670336,1021492906463395840
333,890430793318670336,2741992800
334,890430793318670336,977358725299167232
335,890430793318670336,1043386103468711936
336,890430793318670336,2741686350
337,890430793318670336,1647867222
338,890430793318670336,1166492759840178178
339,890430793318670336,1181120934385614850
340,890430793318670336,1183400566413647877
341,890430793318670336,844095650367070208
342,890430793318670336,3118586363
343,890430793318670336,3147373625
344,890430793318670336,1166328538565238786
345,890430793318670336,1336698314
346,890430793318670336,1156955542318804993
347,890430793318670336,1165239990726492160
348,890430793318670336,1164854761276862464
349,890430793318670336,843672280982941697
350,890430793318670336,1011576736662708225
351,890430793318670336,1001869849428033536
352,1128858535591235584,1217455291622551554
353,1128858535591235584,1119942330402783234
354,1128858535591235584,1219526428154155008
355,1128858535591235584,3781739292
356,1128858535591235584,3781739292
357,1128858535591235584,3781739292
358,1128858535591235584,3781739292
359,1128858535591235584,1209010365532536832
360,1128858535591235584,1215096298472263680
361,1128858535591235584,1124492123984650241
362,1128858535591235584,3007809169
363,1128858535591235584,1188750563921383424
364,1128858535591235584,1207075155953930240
365,1128858535591235584,1063680282501365760
366,1128858535591235584,1185222021996634112
367,1128858535591235584,1194917630320103424
368,1128858535591235584,1104668310967279616
369,1128858535591235584,1632712338
370,1128858535591235584,1184828122866126850
371,1128858535591235584,1197476911095484416
372,1128858535591235584,1215417404911570949
373,1128858535591235584,933208364309291008
374,1128858535591235584,1196992360644628481
375,1128858535591235584,1197056636268863488
376,1128858535591235584,1213650917297254400
377,1128858535591235584,1159426974869118976
378,1128858535591235584,1088771223230722049
379,1128858535591235584,1211026113301897216
380,1128858535591235584,1117428474908561408
381,1128858535591235584,1204030754658770944
382,1128858535591235584,1194568173208489985
383,1128858535591235584,1147899591372619777
384,1128858535591235584,1176549837887508480
385,1128858535591235584,566206968
386,1128858535591235584,1200628338030608385
387,1128858535591235584,1208007701294268416
388,1128858535591235584,1203684366116720640
389,1128858535591235584,1128309748044943360
390,1128858535591235584,866142098663260160
391,1103625161654198272,1214390639971880962
392,1103625161654198272,1103548121513046016
393,1103625161654198272,1103548121513046016
394,1103625161654198272,1125052457996865543
395,1103625161654198272,1186158530786516992
396,1103625161654198272,2229210211
397,1103625161654198272,1198864286719692800
398,1217080125369438210,137857547
399,1217080125369438210,3151376016
400,1217080125369438210,202215362
401,1217080125369438210,114172774
402,1217080125369438210,213213134
403,1217080125369438210,592506046
404,1217080125369438210,753066658340536320
405,1217080125369438210,753066658340536320
406,1217080125369438210,869511966783545344
407,1217080125369438210,3611048172
408,1217080125369438210,1457389459
409,1217080125369438210,865064923939840000
410,1217080125369438210,403473849
411,1217080125369438210,189893767
412,1217080125369438210,851040615789862912
413,1071344471508283392,1153914005532004352
414,1071344471508283392,1153914005532004352
415,1071344471508283392,137857547
416,1071344471508283392,3503222540
417,1071344471508283392,3247270494
418,1071344471508283392,869511966783545344
419,1071344471508283392,938312303497351171
420,1071344471508283392,865064923939840000
421,1071344471508283392,2264478072
422,1964727108,264498059
423,1964727108,1158031999887523843
424,1964727108,1159405489265844225
425,1964727108,713193089490235392
426,1964727108,967276136458698752
427,1964727108,1030359575570989056
428,1964727108,1166270456099295232
429,1964727108,1166270456099295232
430,1964727108,998222287525494784
431,1964727108,1303944438
432,1964727108,141302851
433,1964727108,2331223956
434,1964727108,3781739292
435,1964727108,3781739292
436,1964727108,3781739292
437,1964727108,3781739292
438,1964727108,1137350535340683264
439,3781739292,1964727108
440,3781739292,1169599548307558400
441,3781739292,1169599548307558400
442,3781739292,847315328744865793
443,3781739292,1215278330112397314
444,3781739292,1159861785932922881
445,3781739292,890430793318670336
446,3781739292,890430793318670336
447,3781739292,3256620086
448,3781739292,365352728
449,3781739292,1122661852045959169
450,3781739292,2332978009
451,3781739292,3274098889
452,3781739292,843864565716664321
453,3781739292,1211203574698401793
454,3781739292,1218040235461734401
455,3781739292,966339124989865984
456,3781739292,1217270146969960448
457,3781739292,830268763962384384
458,3781739292,846314212372594688
459,3781739292,1163813416147939331
460,3781739292,1038092301409509376
461,3781739292,1214179496816865280
462,3781739292,402137360
463,3781739292,1137350535340683264
464,3781739292,2957065604
465,3781739292,1128858535591235584
466,3781739292,1128858535591235584
467,3781739292,938281603
468,3781739292,860874372562558978
469,3781739292,1033012110563848192
470,3781739292,2175276342
471,3781739292,869533912069951488
472,3781739292,375386487
473,3781739292,2359578283
474,3781739292,2700843294
475,3781739292,809967587199160320
476,3781739292,803219031545167872
477,3781739292,137857547
478,3781739292,1166492759840178178
479,3781739292,1156019898478317569
480,1217455291622551554,74674685
481,1217455291622551554,1128858535591235584
482,1217455291622551554,1128858535591235584
483,1217455291622551554,1197056636268863488
484,1217455291622551554,1203684366116720640
485,1012774148559364096,137857547
486,1125246688422064128,1101649296414277633
487,3611048172,1217080125369438210
488,3611048172,997095300236853250
489,3611048172,11879022
490,3611048172,843248705620738048
491,1219881714136141824,1153914005532004352
492,1219881714136141824,1153914005532004352
493,1219881714136141824,134687225
494,1219881714136141824,997095300236853250
495,1169599548307558400,264498059
496,1169599548307558400,881080255728844801
497,1169599548307558400,1158031999887523843
498,1169599548307558400,1112989464786173952
499,1169599548307558400,1159405489265844225
500,1169599548307558400,713193089490235392
501,1169599548307558400,967276136458698752
502,1169599548307558400,1030359575570989056
503,1169599548307558400,1166270456099295232
504,1169599548307558400,1166270456099295232
505,1169599548307558400,998222287525494784
506,1169599548307558400,348960284
507,1169599548307558400,1032174276453920768
508,1169599548307558400,3301208119
509,1169599548307558400,756403246428815360
510,1169599548307558400,4080278173
511,1169599548307558400,3172220719
512,1169599548307558400,790223113019531266
513,1169599548307558400,3029446762
514,1169599548307558400,1126834487936016385
515,1169599548307558400,125037905
516,1169599548307558400,1199663907138228225
517,1169599548307558400,825309871847256064
518,1169599548307558400,1143008211231895552
519,1169599548307558400,1157059878419984384
520,1169599548307558400,992225650395176961
521,1169599548307558400,732751824
522,1169599548307558400,843049739406864384
523,1169599548307558400,226876191
524,1169599548307558400,964811420767469568
525,1169599548307558400,759610484022661124
526,1169599548307558400,1086633520074641409
527,1169599548307558400,565118642
528,1169599548307558400,2320265804
529,1169599548307558400,1303944438
530,1169599548307558400,867773052683034626
531,1169599548307558400,2331223956
532,1169599548307558400,141302851
533,1169599548307558400,3781739292
534,1169599548307558400,3781739292
535,1169599548307558400,3781739292
536,1169599548307558400,3781739292
537,1169599548307558400,1137350535340683264
538,1153563614684438528,890430793318670336
539,1153563614684438528,890430793318670336
540,1153563614684438528,2175276342
541,1153563614684438528,1964727108
542,1153563614684438528,1156019898478317569
543,1153563614684438528,3781739292
544,1153563614684438528,3781739292
545,1153563614684438528,3781739292
546,1153563614684438528,3781739292
547,1153563614684438528,3191990324
548,1153563614684438528,3191990324
549,1153563614684438528,1336698314
550,1119942330402783234,1632712338
551,1119942330402783234,1128858535591235584
552,1119942330402783234,1128858535591235584
553,1119942330402783234,1194917630320103424
554,1119942330402783234,1196992360644628481
555,1119942330402783234,1209010365532536832
556,1119942330402783234,1203684366116720640
557,1119942330402783234,1204030754658770944
558,1141244468802097154,1212275721382424576
559,1141244468802097154,1175695152259555329
560,1141244468802097154,989880640035176453
