,0,1
1246,261,230
1247,261,5
1248,261,50
1249,261,202
1250,262,334
1251,264,1196
1252,264,1922
1253,264,1974
1254,265,57
1255,266,235
1256,266,1110
1257,266,523
1258,266,563
1259,266,1676
1260,266,1716
1261,266,106
1262,266,128
1263,266,401
1264,266,437
1265,266,532
1266,266,1685
1267,266,540
1268,266,1693
1269,268,1400
1270,268,161
1271,268,173
1272,268,1602
1273,268,1611
1274,270,184
1275,271,5
1276,271,50
1277,271,202
1278,271,242
1279,272,312
1280,272,79
1281,272,165
1282,272,523
1283,272,563
1284,272,1676
1285,272,1716
1286,272,99
1287,272,815
1288,272,1968
1289,272,431
1290,272,5
1291,272,50
1292,272,202
1293,272,346
1294,272,119
1295,272,512
1296,272,554
1297,272,1707
1298,272,704
1299,272,1857
1300,272,437
1301,272,532
1302,272,1685
1303,272,442
1304,272,86
1305,274,276
1306,274,361
1307,275,137
1308,275,40
1309,275,162
1310,275,431
1311,275,406
1312,275,377
1313,275,186
1314,276,1313
1315,276,997
1316,276,57
1317,276,79
1318,276,334
1319,276,219
1320,276,460
1321,276,978
1322,278,276
1323,278,219
1324,278,460
1325,278,166
1326,278,230
1327,279,365
1328,279,1313
1329,281,5
1330,281,50
1331,281,202
1332,282,1300
1333,282,259
1334,282,273
1335,282,908
1336,282,917
1337,282,1998
1338,282,1072
1339,283,978
1340,283,1068
1341,283,116
1342,283,471
1343,284,1998
1344,285,874
1345,285,242
1346,287,981
1347,287,1109
1348,287,1219
1349,289,914
1350,292,238
1351,292,420
1352,292,86
1353,292,494
1354,292,687
1355,292,1840
1356,293,276
1357,293,739
1358,293,1892
1359,293,1538
1360,294,667
1361,294,1820
1362,294,643
1363,294,1796
1364,294,579
1365,294,1732
1366,294,789
1367,294,1942
1368,294,512
1369,294,554
1370,294,1707
1371,294,185
1372,294,739
1373,294,1892
1374,294,577
1375,294,1730
1376,294,206
1377,294,927
1378,294,461
1379,295,240
1380,296,292
1381,296,1018
1382,296,1282
1383,296,1233
1384,296,966
1385,296,1542
1386,296,75
1387,296,157
1388,297,382
1389,297,431
1390,297,629
1391,297,1782
1392,297,1078
1393,297,238
1394,297,168
1395,297,32
1396,299,219
1397,299,460
1398,299,32
1399,299,432
1400,299,230
1401,299,5
1402,299,50
1403,299,202
1404,300,294
1405,300,93
1406,300,224
1407,300,1233
1408,300,1302
1409,300,298
1410,302,5
1411,302,50
1412,302,202
1413,306,768
1414,306,1921
1415,308,495
1416,309,495
1417,312,13
1418,312,404
1419,313,775
1420,313,1928
1421,314,303
1422,314,883
1423,316,114
1424,316,472
1425,316,161
1426,316,173
1427,316,57
1428,316,139
1429,316,79
1430,316,406
1431,316,278
1432,316,907
1433,316,1014
1434,316,1157
1435,316,1475
1436,316,1539
1437,316,1589
1438,316,1597
1439,316,1601
1440,316,1624
1441,316,82
1442,316,695
1443,316,1848
1444,322,422
1445,322,139
1446,322,462
1447,323,653
1448,323,1806
1449,323,139
1450,323,5
1451,323,50
1452,323,202
1453,323,219
1454,323,460
1455,323,996
1456,323,1406
1457,323,38
1458,323,248
1459,325,118
1460,325,186
1461,325,472
1462,325,205
1463,325,113
1464,325,261
1465,325,464
1466,325,139
1467,325,136
1468,325,57
1469,326,523
1470,326,563
1471,326,1676
1472,326,1716
1473,326,1292
1474,326,504
1475,326,967
1476,326,1663
1477,326,771
1478,326,1924
1479,326,1189
1480,328,1065
1481,330,431
1482,330,982
1483,330,1415
1484,330,1610
1485,330,254
1486,330,782
1487,330,1935
1488,331,1020
1489,333,774
1490,333,1927
1491,333,242
1492,333,192
1493,333,462
1494,334,186
1495,334,301
1496,334,72
1497,334,907
1498,334,1014
1499,334,1157
1500,334,1475
1501,334,1539
1502,334,1589
1503,334,1597
1504,334,1601
1505,334,1624
1506,334,60
1507,334,219
1508,334,460
1509,334,47
1510,334,40
1511,334,162
1512,334,139
1513,334,775
1514,334,1928
1515,334,5
1516,334,50
1517,334,202
1518,335,431
1519,336,816
1520,336,1969
1521,336,256
1522,336,260
1523,336,80
1524,336,352
1525,336,750
1526,336,805
1527,336,1903
1528,336,1958
1529,336,469
1530,336,706
1531,336,1859
1532,336,1368
1533,336,695
1534,336,1848
1535,336,84
1536,336,179
1537,336,763
1538,336,1916
1539,337,450
1540,338,84
1541,338,179
1542,338,706
1543,338,1859
1544,338,927
1545,338,739
1546,338,1892
1547,339,5
1548,339,50
1549,339,202
1550,339,219
1551,339,460
1552,341,956
1553,344,1519
1554,344,927
1555,344,624
1556,344,628
1557,344,634
1558,344,640
1559,344,646
1560,344,1777
1561,344,1781
1562,344,1787
1563,344,1793
1564,344,1799
1565,344,34
1566,344,79
1567,344,1137
1568,344,1026
1569,344,956
1570,344,996
1571,344,1406
1572,344,446
1573,344,686
1574,344,1839
1575,345,219
1576,345,460
1577,345,5
1578,345,50
1579,345,202
1580,345,775
1581,345,1928
1582,348,10
1583,348,58
1584,348,268
1585,348,428
1586,348,80
1587,348,312
1588,348,1998
1589,348,323
1590,348,28
1591,348,225
1592,349,1599
1593,349,461
1594,350,294
1595,351,86
1596,351,117
1597,351,774
1598,351,1927
1599,351,404
1600,351,57
1601,351,514
1602,351,119
1603,352,682
1604,352,1835
1605,352,540
1606,352,1693
1607,352,643
1608,352,1796
1609,353,469
1610,353,301
1611,353,432
1612,353,230
1613,354,358
1614,354,1984
1615,354,79
1616,354,927
1617,354,10
1618,354,58
1619,354,268
1620,354,428
1621,354,774
1622,354,1927
1623,354,362
1624,354,768
1625,354,1921
1626,354,5
1627,354,50
1628,354,202
1629,356,10
1630,356,58
1631,356,268
1632,356,428
1633,356,583
1634,356,1547
1635,356,1594
1636,356,1736
1637,356,1094
1638,357,368
1639,358,632
1640,358,1785
1641,358,1500
1642,359,1078
1643,359,139
1644,359,137
1645,359,57
1646,359,431
1647,359,205
1648,360,1196
1649,360,282
1650,360,306
1651,360,1646
1652,360,1511
1653,360,484
1654,360,1072
1655,364,1992
1656,365,295
1657,365,704
1658,365,1857
1659,369,10
1660,369,58
1661,369,268
1662,369,428
1663,369,783
1664,369,1936
1665,369,1110
1666,370,506
1667,370,600
1668,370,1753
1669,370,461
1670,373,556
1671,373,1709
1672,373,1998
1673,373,421
1674,373,1055
1675,373,327
1676,373,282
1677,373,306
1678,373,1974
1679,373,323
1680,373,503
1681,373,768
1682,373,1921
1683,373,54
1684,374,1564
1685,374,1479
1686,374,865
1687,374,1101
1688,374,947
1689,374,422
1690,374,987
1691,374,835
1692,374,1169
1693,374,973
1694,374,110
1695,374,1096
1696,374,377
1697,374,326
1698,374,10
1699,374,58
1700,374,268
1701,374,428
1702,374,704
1703,374,1857
1704,374,1404
1705,374,1653
1706,375,704
1707,375,1857
1708,376,67
1709,376,123
1710,377,774
1711,377,1927
1712,377,28
1713,377,47
1714,377,1246
1715,377,79
1716,378,147
1717,378,1262
1718,378,304
1719,378,956
1720,378,908
1721,378,917
1722,380,461
1723,382,13
1724,383,10
1725,383,58
1726,383,268
1727,383,428
1728,384,621
1729,384,1774
1730,384,251
1731,384,187
1732,384,38
1733,384,248
1734,384,160
1735,384,744
1736,384,1897
1737,386,514
1738,386,230
1739,387,931
1740,387,1317
1741,387,975
1742,387,963
1743,387,839
1744,387,984
1745,387,1135
1746,387,1174
1747,387,1087
1748,387,10
1749,387,58
1750,387,268
1751,387,428
1752,387,874
1753,388,148
1754,388,967
1755,388,223
1756,391,1446
1757,391,107
1758,391,436
1759,391,1599
1760,391,72
1761,391,442
1762,391,410
1763,392,818
1764,392,612
1765,392,1765
1766,392,10
1767,392,58
1768,392,268
1769,392,428
1770,393,54
1771,395,979
1772,396,682
1773,396,1835
1774,396,738
1775,396,1891
1776,396,28
1777,397,942
1778,397,1395
1779,398,1494
1780,398,506
1781,398,298
1782,399,303
1783,399,883
1784,399,119
1785,399,10
1786,399,58
1787,399,268
1788,399,428
1789,399,334
1790,399,598
1791,399,1751
1792,402,1977
1793,404,10
1794,404,58
1795,404,268
1796,404,428
1797,404,5
1798,404,50
1799,404,202
1800,404,704
1801,404,1857
1802,406,118
1803,406,161
1804,406,173
1805,406,377
1806,406,472
1807,409,431
1808,409,1531
1809,409,413
1810,409,527
1811,409,1680
1812,409,373
1813,409,84
1814,409,179
1815,409,310
1816,409,312
1817,409,1993
1818,409,225
1819,409,80
1820,409,703
1821,409,1856
1822,409,257
1823,409,1998
1824,409,323
1825,409,1974
1826,409,812
1827,409,1965
1828,410,186
1829,410,168
1830,410,72
1831,410,113
1832,410,261
1833,410,464
1834,410,122
1835,410,351
1836,410,29
1837,410,197
1838,410,230
1839,410,57
1840,410,334
1841,411,1593
1842,412,1998
1843,412,323
1844,412,93
1845,412,224
1846,412,257
1847,412,290
1848,413,230
1849,413,495
1850,414,889
1851,414,682
1852,414,1835
1853,414,10
1854,414,58
1855,414,268
1856,414,428
1857,414,373
1858,414,1131
1859,414,544
1860,414,1697
1861,414,1974
1862,414,365
1863,414,1590
1864,415,206
1865,415,602
1866,415,1755
1867,415,684
1868,415,1837
1869,415,654
1870,415,1807
1871,416,192
1872,416,219
1873,416,460
1874,419,506
1875,419,512
1876,419,554
1877,419,1707
1878,419,10
1879,419,58
1880,419,268
1881,419,428
1882,420,774
1883,420,1927
1884,420,79
1885,420,139
1886,420,186
1887,420,146
1888,420,10
1889,420,58
1890,420,268
1891,420,428
1892,420,161
1893,420,173
1894,421,446
1895,421,5
1896,421,50
1897,421,202
1898,421,219
1899,421,460
1900,421,506
1901,421,72
1902,422,139
1903,422,497
1904,422,377
1905,422,687
1906,422,1840
1907,422,10
1908,422,58
1909,422,268
1910,422,428
1911,422,442
1912,422,774
1913,422,1927
1914,424,1
1915,424,851
1916,424,1237
1917,424,10
1918,424,58
1919,424,268
1920,424,428
1921,425,304
1922,425,1978
1923,426,512
1924,426,554
1925,426,1707
1926,427,1177
1927,427,1329
1928,427,1564
1929,427,1117
1930,429,1072
1931,430,10
1932,430,58
1933,430,268
1934,430,428
1935,430,362
1936,430,139
1937,430,1992
1938,430,523
1939,430,563
1940,430,1676
1941,430,1716
1942,431,240
1943,432,506
1944,432,5
1945,432,50
1946,432,202
1947,434,583
1948,434,1547
1949,434,1594
1950,434,1736
1951,434,711
1952,434,1864
1953,434,1017
1954,436,10
1955,436,58
1956,436,268
1957,436,428
1958,436,136
1959,436,432
1960,436,240
1961,437,682
1962,437,1835
1963,437,643
1964,437,1796
1965,438,718
1966,438,1871
1967,440,10
1968,440,58
1969,440,268
1970,440,428
1971,440,146
1972,444,79
1973,444,688
1974,444,1841
1975,444,110
1976,444,276
1977,444,739
1978,444,1892
1979,444,10
1980,444,58
1981,444,268
1982,444,428
1983,444,420
1984,444,72
1985,444,687
1986,444,1840
1987,444,230
1988,444,5
1989,444,50
1990,444,202
1991,445,1205
1992,445,1417
1993,445,146
1994,445,253
1995,445,1061
1996,446,431
1997,446,79
1998,446,219
1999,446,460
2000,446,1531
2001,446,10
2002,446,58
2003,446,268
2004,446,428
2005,446,57
2006,446,295
2007,446,93
2008,446,224
2009,446,377
2010,446,60
2011,446,186
2012,446,110
2013,447,1315
2014,447,667
2015,447,1820
2016,447,739
2017,447,1892
2018,447,206
2019,447,127
2020,447,10
2021,447,58
2022,447,268
2023,447,428
2024,447,540
2025,447,1693
2026,447,461
2027,447,1511
2028,447,1351
2029,449,365
2030,449,604
2031,449,1757
2032,449,10
2033,449,58
2034,449,268
2035,449,428
2036,449,1978
2037,450,1129
2038,451,1119
2039,451,1243
2040,451,774
2041,451,1927
2042,451,230
2043,451,5
2044,451,50
2045,451,202
2046,452,75
2047,452,792
2048,452,1945
2049,454,908
2050,454,917
2051,457,419
2052,458,432
2053,459,416
2054,459,351
2055,459,242
2056,461,682
2057,461,1835
2058,462,898
2059,464,242
2060,464,432
2061,464,5
2062,464,50
2063,464,202
2064,464,1072
2065,466,818
2066,466,1983
2067,468,10
2068,468,58
2069,468,268
2070,468,428
2071,468,65
2072,468,716
2073,468,1869
2074,472,219
2075,472,460
2076,472,108
2077,472,351
2078,472,432
2079,472,420
