0,980453684206215169
1,1135126281186451456
2,101784326
3,207158734
4,192487421
5,976283119727751169
6,1001999522703147008
7,2549710616
8,975373414314557440
9,1193815981988036608
10,3255348722
11,1001478220150009857
12,1176487672593825792
13,1042655947011719168
14,2295726151
15,1403144431
16,1559792528
17,811615268979888128
18,956329394087215105
19,1145922210
20,1188075433431953408
21,1084648784410247169
22,977780351194972160
23,1178869437283221504
24,110349137
25,816866416779358208
26,411135745
27,2215359576
28,3252711560
29,3034263487
30,1405186442
31,1115960245564493825
32,2384468118
33,862700030020378628
34,702409413898932226
35,350003282
36,2812238839
37,815220885015564290
38,1199236663949398016
39,1118890564370362371
40,1198380484696297472
41,968779847043395585
42,1193065295050444802
43,1110536247037124609
44,622661809
45,3308626946
46,83044244
47,996482467
48,3500629280
49,1181599518065717248
50,1202955281010847745
51,65472747
52,1053553819873726465
53,4757016896
54,1191607625558872065
55,2522488327
56,977725608724590592
57,128312396
58,562720096
59,932231367928115200
60,3200050732
61,1217569871917043712
62,1173631644563058689
63,1127666349906391041
64,1201791013884321793
65,1198829642351702016
66,882229988824498180
67,962287730062385152
68,173126073
69,136295911
70,824277446211928065
71,1210792883575349250
72,712493366479601664
73,892591889429348352
74,3302390252
75,2862510961
76,966497910941630464
77,1043019486029209600
78,2394302852
79,568703069
80,853940912514256896
81,3569701939
82,1188757191559241728
83,1205438742745378816
84,1208716045994717184
85,2974811264
86,1117740258009812992
87,980741825668329472
88,899092909286346752
89,1141849203489947648
90,74037197
91,2444667709
92,1063002119320481793
93,935871969265717249
94,864832735617073153
95,709359102
96,1156775846880800771
97,1146780628332904452
98,1130067121193381888
99,2322354343
100,4252259653
101,1129000066625105921
102,244475704
103,36315435
104,1075017325827350529
105,738226196
106,927744290360459264
107,984301655796535296
108,1118292451578404864
109,1198595164991709184
110,504384356
111,1144891840102985728
112,944821372475150338
113,151465442
114,865697969416294400
115,1007626486528872448
116,1208702123908579330
117,3846617953
118,968806031173144576
119,1130077734850293765
120,1099536932592246786
121,1135033544399413248
122,968241323240185856
123,126556975
124,826807524112216065
125,776742912704991232
126,1111054633563123712
127,1171449253945696256
128,988692481
129,246585487
130,1145962072213086208
131,1077432749516976128
132,1157153671836078080
133,977534301578276864
134,1044165561943437312
135,1840824331
136,812358551549014016
137,912122108779491328
138,1205676513934204929
139,849911306404511744
140,1093344421242761216
141,1199583920284553216
142,987669157435985921
143,1143895724460924928
144,1173923101966422016
145,55246062
146,214320430
147,877072284103483392
148,1144235172486774784
149,1029767072
150,2389621374
151,3642800892
152,1124176710209921025
153,1192951060349931520
154,964893600499691521
155,1110526437386145792
156,31420862
157,92154058
158,948417866679730178
159,2339814440
160,984026017667911682
161,950250594752581632
162,1104764093431336963
163,899240539173797889
164,1156762853056999424
165,1176094659161903104
166,2669260957
167,770521308207587328
168,414686292
169,172385031
170,2204546335
171,1170712931115290624
172,484947346
173,871714168478474240
174,896614584051564544
175,1110704090613350400
176,707564797320015872
177,454737383
178,862983436553695232
179,2607756577
180,3176743898
181,98676818
182,932312391819374593
183,834084972214382592
184,893650414880473088
185,275869293
186,1094225431367016448
187,1181540152105041920
188,753136102186229765
189,4873869242
190,101346731
191,1073037860205293568
192,2549369041
193,3119078598
194,587481434
195,1126158937789624320
196,1117862954106404864
197,1123439142539595776
198,1151100253405233153
199,1160818014750572544
200,24711311
201,3003684914
202,735757928594964481
203,1213267440756412416
204,966170245407870977
205,4694789749
206,1075342235216957441
207,96179270
208,2426860362
209,1020162996767559680
210,992773383833055232
211,138904193
212,733704407682928641
213,4832194624
214,1080081517576040448
215,1216723388086902785
216,6158672
217,714072407007334400
218,1128913943479537664
219,1177876371600633856
220,971827437293133824
221,1014076613829332992
222,185157313
223,112124526
224,981898378857431040
225,562824332
226,1141370046037417984
227,978289721905328129
228,1059040040762785792
229,1174424808202719232
230,1100499259835568128
231,973547012158210048
232,1162195935398547457
233,4647623942
234,143702513
235,3097776697
236,142451887
237,1113745806564061184
238,1043556048349540352
239,980709009203212288
240,1174618128141021189
241,1101513739499495424
242,2200728068
243,277837450
244,800611003033526273
245,884306474817671169
246,973960124418048000
247,1401587503
248,2445603973
249,1158402286600671233
250,1128970782200061952
251,1194595397928247297
252,707790660573659136
253,983725743363379200
254,983543153050267648
255,70834319
256,634355659
257,2988446388
258,323116331
259,5141011
260,109251019
261,2348245207
262,1193411948726980609
263,1159861785932922881
264,488298858
265,1108743327434698752
266,3052025342
267,752475380343185410
268,1044883734741172224
269,1133391050222067712
270,2509023140
271,22863731
272,747733061006135296
273,913237888317276160
274,1195966785247305728
275,126646092
276,705353319380709376
277,252106230
278,2585634276
279,765576266292441089
280,1109054455931035649
281,2928362778
282,14511739
283,1128255153788690432
284,1182668714136743937
285,1039413190960893952
286,3256499780
287,953286529249460225
288,91084344
289,146474040
290,1069072983812071425
291,1176832659021910017
292,3334824974
293,1090778854854090752
294,849260506481172481
295,1150677005127446528
296,2295755310
297,878547747413958656
298,1100635629661052928
299,288205810
300,851930744339419136
301,1138855887311818753
302,137857547
303,900948409804242944
304,1015455447141138433
305,1550048419
306,832518858724368384
307,1322893464
308,138362592
309,2475505717
310,488499479
311,3103292989
312,1089131678814035971
313,188539961
314,2607312612
315,3348316633
316,884610960954073088
317,1161269647372460033
318,972336181923889152
319,153482618
320,634417875
321,981002039420338177
322,61691199
323,1165495926384812032
324,187808959
325,803219031545167872
326,1188393917596614656
327,2662228099
328,1149251558061662208
329,84782143
330,2573540017
331,999626241572392966
332,215924261
333,818277858854334465
334,4722012552
335,42029826
336,1110233760727855104
337,916970816
338,1072678839694684160
339,1166568024331227136
340,5446672
341,1183776861408514049
342,1105628227639230464
343,948150403647946752
344,816647076566052865
345,4320990744
346,1203968172283424768
347,856004699303985152
348,1184352561039495168
349,1118512862857555969
350,1175976389897441281
351,907234658647130112
352,1153078653208735744
353,3314612436
354,73661746
355,934324471
356,924863102092394496
357,1137712639453220870
358,1183704627918671872
359,848479996024832001
360,2921051316
361,1186339350239502339
362,4847342077
363,1207665938427830272
364,620008257
365,8344492
366,1373365574
367,1074302011682676737
368,213550062
369,1116271978380288000
370,52685120
371,702758061769826304
372,1139497594885824512
373,4847342077
374,1207665938427830272
375,620008257
376,8344492
377,1373365574
378,1074302011682676737
379,213550062
380,1116271978380288000
381,52685120
382,702758061769826304
383,1139497594885824512
384,1079328565
385,3270391
386,122849030
387,16898233
388,755380570679418880
389,1064803484472463361
390,152199218
391,65186507
392,1078852027013259264
393,763565959642656768
394,1167827621582798849
395,870651149572907008
396,112381377
397,1118512862857555969
398,1001613714
399,716988835
400,1049626471549956097
401,917914166832140288
402,2941435638
403,736183705178243072
404,1027857829430943744
405,1189200237589479424
406,1190731158289448960
407,1104605014423527424
408,976260246422237184
409,47809727
410,55496745
411,118258621
412,959439543345664000
413,1123248517571432449
414,971627752456560640
415,1112719283790897157
416,1184585225969397760
417,978544348085215232
418,955656231774928901
419,978217300569374720
420,1200745250014167041
421,7252682
422,706382464730533888
423,1194636354556088321
424,1068854843958153216
425,816572374338314240
426,867791195702837248
427,2809273484
428,1106744232411226112
429,3186333950
430,1103866768370458624
431,765096391
432,2569022095
433,106603404
434,785270564961169408
435,1174327519010381826
436,1052468121020166146
437,746332298098814976
438,1172587609291276288
439,1190478953460322304
440,3012603158
441,3096472088
442,2462549520
443,762538434044899328
444,2212382094
445,2280620286
446,1181599518065717248
447,1007467391071088640
448,799557429998604288
449,1080105324986523654
